lsoa,names,unemployment_rate,couple_household_without_dependent_children,lone_parent_household,ethnic_white,ethnic_black,tenurec_owned_outright,tenurtc_social_rented,good_health,bad_health
E01033580,Newham 037F,3.9,25,3.5,53.1,8.6,6.7,4.6,92.2,1.6
E01033581,Newham 037G,11.8,17.4,15.5,46.9,31.9,6.6,44.1,83.5,5.9
E01033582,Newham 037H,4.7,22.7,6.5,52.1,11.7,4.3,3.6,94.1,1.2
E01004029,Southwark 001A,4.1,23.2,9.5,61.1,7.8,10.4,17.1,91.2,2
E01004032,Southwark 001B,4.4,26.6,4.5,61.6,3.6,14,5,92.9,1.5
E01004053,Southwark 001C,3,27.7,5.5,72.5,2.9,14.4,10.5,91.8,2
E01004054,Southwark 001D,4.7,30.8,4.6,72.7,4.4,13.8,7.9,92.6,2.1
E01004055,Southwark 001E,11.4,23.8,19.7,72.7,16,6,74.9,75.6,9.1
E01003927,Southwark 002A,5.2,22.9,10.5,71.1,11.9,5.4,35.1,87.4,4.2
E01003929,Southwark 002B,5.3,27.7,5.4,69.9,13.1,8.8,33.1,87.9,2.9
E01003934,Southwark 002C,7.7,21.1,7.9,65.5,14.3,13.6,40.8,81.4,6.1
E01003935,Southwark 002D,8.2,22.8,13.3,54.4,10.7,5.5,56.8,85.5,5
E01003939,Southwark 002E,5.6,21.3,7.5,54.5,17,8.3,32.3,89.6,2.3
E01003976,Southwark 003A,7.9,15.9,12.3,59.6,20.8,5.7,46.9,86.3,4.3
E01004027,Southwark 003E,7.3,18.4,11.1,60.7,18.9,6.5,43.5,86.9,4.4
E01032637,Southwark 003F,1.2,36.7,1.4,76.6,2.6,10.1,0.8,96.9,0.5
E01032638,Southwark 003G,1.7,33.1,0.9,85.1,0.9,18.4,1.4,93.6,1
E01032640,Southwark 003H,2.9,36.3,1,78.8,3.4,16.1,0.7,95.2,1.1
E01032646,Southwark 003I,3.1,27.4,4.6,69.7,11.2,8.5,21,91.3,2.4
E01032803,Southwark 003J,3.4,26.7,6.1,68.7,8.3,8.2,12.8,93.8,2
E01032834,Southwark 003K,2.3,32.9,1.1,80.9,3.4,18,3.3,95.5,1.5
E01003975,Southwark 004A,9.8,14.5,21.7,51.8,29.4,3.9,66.1,83.6,5.6
E01003978,Southwark 004B,8.3,17.8,11.9,61.8,17,5.7,37.1,87,3.4
E01004022,Southwark 004C,7.9,22.8,13.8,65.2,15,8.1,47.4,83,5.6
E01004023,Southwark 004D,9.5,16.9,13.2,66.7,15.9,9.7,57.5,77.2,8.1
E01004028,Southwark 004E,9.4,13.2,14.2,59.4,24.3,3.8,60.9,84.1,5.6
E01003938,Southwark 006A,9.2,15.1,13.2,48.6,29.1,5.4,51,85.6,5
E01003940,Southwark 006B,11.8,9.5,18.4,39.6,37,3.4,66.1,83.5,5.7
E01003941,Southwark 006C,4.9,25.9,8,63.1,17,7.7,32.3,87.9,3.8
E01003942,Southwark 006D,8.2,11.9,19.8,42.6,27.6,4.3,64.5,84,5.4
E01003979,Southwark 006E,7.9,19.2,11.4,59.2,20.5,6.1,45.1,82,4.8
E01003981,Southwark 006F,5.3,15.9,10.5,55.7,18.3,4.9,52.4,86.9,4.9
E01004030,Southwark 007A,7.7,21.3,9.9,70.2,13.1,7.7,53.2,83,5.9
E01004031,Southwark 007B,6.1,22.4,12.4,57,15.7,9.7,39.1,85.2,5.4
E01004033,Southwark 007C,10.8,14.6,16,56.9,24.7,3.3,62.2,80,7
E01004034,Southwark 007D,9.3,16.7,20.9,62.9,21.4,4.6,60.9,83.7,4.7
E01004036,Southwark 007E,12,13.5,21.6,49.4,29.4,4.3,62.7,84.9,4.6
E01004056,Southwark 008A,6.2,24.8,10.9,71.2,9.7,7.1,33,86,5.3
E01004057,Southwark 008B,6.5,25.7,15.6,68.7,12.2,17.5,31,85.7,4.9
E01004058,Southwark 008C,3.1,31.3,2.3,74.2,3.1,16,1.1,93.6,0.7
E01004059,Southwark 008D,2.8,28.4,2.1,64.6,3.2,14,3.6,95,0.9
E01004060,Southwark 008E,7.9,18.7,16.8,57.2,20.9,6.2,46.6,83.5,5.8
E01003936,Southwark 009A,2.4,26.8,2.9,68,5.2,8.5,27.2,94.6,1.3
E01003937,Southwark 009B,5.1,20.8,6,55.3,15.1,9.1,16.5,90.9,2.3
E01003943,Southwark 009C,8.9,10,18.9,34.1,33.9,4,64.3,83,5.8
E01032720,Southwark 009F,7.2,12.6,13.2,37.4,30.1,4.8,49.3,87.4,4.1
E01003977,Southwark 010A,10.3,17.3,14.4,63.8,19.7,5.5,59,78.8,7.1
E01004037,Southwark 010B,9,19.4,13.9,56.8,25.1,3.9,42.8,87.5,4.6
E01004038,Southwark 010C,11.1,15.2,21.6,51.2,25.5,2.4,37.7,89.2,2.8
E01004042,Southwark 010D,10.5,17.3,17.6,70.3,17.5,6.2,66.9,75.4,8.2
E01004043,Southwark 010E,7.9,25.4,11.5,79.6,10.5,19.5,38.2,80.1,6.4
E01003986,Southwark 011A,13.7,13.3,21.3,53.8,28.1,3.1,78.5,75.1,7.6
E01003987,Southwark 011B,10.2,17,19.4,58.8,27,3.7,69.5,77.5,7.1
E01004024,Southwark 011C,12.4,11.6,15,63.2,22,3.8,67,80.9,6.7
E01004035,Southwark 011D,11.3,15.6,20.7,57.5,25.9,6.1,71.2,78.8,7.6
E01003960,Southwark 012A,6.5,21.5,12.8,59.7,19.5,6.9,36.2,86,4.6
E01003961,Southwark 012B,10.5,13,15.7,44.8,36.6,4.2,67,77.4,9.1
E01003994,Southwark 012E,10.1,16.2,13.7,52.6,25.3,4.7,54.8,82,6.4
E01032722,Southwark 012F,9.1,17.6,13.9,56.8,24.8,3.9,44.6,82.3,6.2
E01003980,Southwark 013A,8.1,14.4,10.9,60.2,21.2,4,61.6,80.7,6.6
E01004039,Southwark 013B,8.6,20.5,11.4,51.9,19.5,8.5,27.8,88.2,3.5
E01004040,Southwark 013C,10.9,9.3,20.6,35.8,46.9,1.9,79.1,82,6.1
E01004041,Southwark 013D,10.5,14,16.3,51,28.3,4.3,66.1,81.3,5.7
E01004044,Southwark 013E,10.2,15.3,20.5,51,29.9,6.7,64.2,81,6
E01003992,Southwark 014A,10.7,10,25.8,43.4,39,6.9,66.4,84,4.6
E01003995,Southwark 014B,11.2,14.9,15.9,56.2,29.6,8,63,81.1,7.4
E01003998,Southwark 014D,7.7,19.8,8.2,70.6,15.1,11.2,44.1,81.6,7.1
E01003999,Southwark 014E,9.7,16.9,17.6,54.4,25.6,8.3,47.7,84.5,5.3
E01032639,Southwark 014F,6.6,22.5,11.3,60.4,16,3.9,33.1,86.8,4.1
E01032719,Southwark 014G,10.4,12.8,10.3,47.2,25.8,6.6,49.4,82.7,6.4
E01003964,Southwark 015A,9.5,16.2,16.8,45.7,31.6,7.3,52.9,83.8,4.9
E01003966,Southwark 015B,9.8,14.1,18.5,43.8,32.2,4.4,57.2,84.2,5
E01003968,Southwark 015C,15.1,10.9,21.1,25.5,50.2,4.4,80.8,80.4,6.5
E01003971,Southwark 015D,18.6,10.4,26.8,28.2,51.6,3.1,82.1,83.5,5.2
E01003974,Southwark 015E,10.9,14.1,18.2,33.4,45.3,4.7,75.3,81,7.1
E01003963,Southwark 016A,12.9,10,22.5,36,39.3,3.2,67.2,81.6,6.3
E01003967,Southwark 016B,16.1,12.3,23.2,32.2,47,2.7,79.5,83.4,5.1
E01003970,Southwark 016C,12,12.3,20,37.3,44.5,6.2,76.7,81.8,5.7
E01003972,Southwark 016D,8.9,16.4,14.1,44.2,37.8,3.5,63.4,85.9,4.4
E01003973,Southwark 016E,10.3,13.3,18.5,52.2,29.9,1.6,70.2,83.7,4.8
E01003923,Southwark 017A,9.2,14.8,11.4,51.9,30,7.4,43.2,87,4.8
E01003969,Southwark 017B,6.9,18.6,13.7,57.3,20.1,10.1,32.6,87.2,4
E01003991,Southwark 017C,9.5,14.7,15.9,51.7,30.2,8.1,65.3,72.1,9.8
E01003993,Southwark 017D,11.8,11.4,23.7,31.8,49.3,4,74.8,83.9,5.1
E01003997,Southwark 017E,9.3,15.3,17.2,53.2,27.2,10.6,42.4,83.8,4
E01003983,Southwark 018A,15.4,11.4,25.9,27.8,54.3,3.3,79,81.8,5.2
E01003988,Southwark 018B,12,13.5,15.9,35.7,44.3,7.1,62,81.1,6.1
E01003989,Southwark 018C,14.1,8.2,25.1,29.2,52.8,2.2,71.4,86.7,3.6
E01003990,Southwark 018D,12.8,11.7,22.9,30.2,50.7,5.9,68.5,81.2,6.2
E01004007,Southwark 018E,11.4,11.2,28.9,23.7,57.4,1.1,75.5,81.4,6.3
E01003912,Southwark 019A,13.7,10.9,27.7,22.5,59,1.8,85.1,81,6.5
E01004011,Southwark 019B,12.9,10.9,28.9,19,61.3,1.1,72.7,85.5,4.2
E01004012,Southwark 019C,10.7,15,19.5,33.1,47.2,2.9,49.5,86.9,4.2
E01004013,Southwark 019D,11.8,13.4,25.4,26.1,50.5,2.5,62.4,82.1,5.9
E01004014,Southwark 019E,13.6,11.3,21.1,27.5,56.4,2.4,67.2,82.7,5.4
E01003911,Southwark 020A,10.3,15,19.4,37.1,41.4,3.9,61.3,85.8,4.5
E01003916,Southwark 020B,9.8,18.1,13.7,47.9,31.8,9.6,33,87.4,3.4
E01003917,Southwark 020C,8.5,14.6,11.2,51.9,30.9,10.2,45.2,82.3,5.9
E01003918,Southwark 020D,12.5,11.5,20.4,34,47.9,3.2,74.7,81.5,6.6
E01003925,Southwark 020E,12,14.2,21.4,41.8,40.9,3.6,71.5,79.6,7
E01003919,Southwark 021A,7.2,18.4,12,49.5,29.7,7.4,52.7,85.1,4.6
E01003920,Southwark 021B,11.6,11.6,20.4,31.2,51.2,3.8,70.8,82.9,5.9
E01003921,Southwark 021C,12.5,12,14.7,41.7,37.9,1.9,67.9,81.8,6.6
E01003922,Southwark 021D,9.8,12.5,21.3,39.1,44.2,6.7,57,83.8,4.5
E01003924,Southwark 021E,11.5,11.2,19,26.8,52.2,2.4,71.8,83.8,6.2
E01003926,Southwark 021F,10,10.7,20.2,35.7,46,4.1,65,82.2,5.7
E01004008,Southwark 022B,15,11.5,25.5,27.1,52.1,4.1,66,81.2,6.4
E01004010,Southwark 022D,11.2,12.1,19.5,31.7,44.7,4.8,48.3,83.9,4.5
E01004067,Southwark 022E,11.7,15.5,16.4,30,48.1,6.6,58.5,84,4.7
E01032805,Southwark 022F,11.9,13.4,20.1,38.9,40.7,7.9,51.5,81.4,5.5
E01003984,Southwark 023A,10.4,16.8,10.7,43.3,37.9,8.5,42.6,82.1,6
E01004003,Southwark 023B,14.4,13.2,19.2,35.2,46.8,6.5,64.1,78.7,8.5
E01004004,Southwark 023C,9.1,18.1,14.7,46.7,36.9,9,40.5,82.3,6.4
E01004005,Southwark 023D,14.1,13.8,18.3,32.6,49.1,3.2,64.3,77.8,8
E01004006,Southwark 023E,13.1,18.1,16.7,48.1,36.7,12.4,35.1,79.7,6.9
E01003913,Southwark 024A,5.7,20.3,9.4,65.3,18.5,18.2,27.3,86.6,3.8
E01003914,Southwark 024B,8.8,22.2,10.2,61.2,23.1,13.4,30.9,83.1,4.5
E01003915,Southwark 024C,11.1,15.3,16.3,39,44.2,8.4,54,82.8,5.4
E01004050,Southwark 024D,5,29,6.7,74.6,12,16.1,13.5,90.2,2.8
E01004052,Southwark 024E,4.4,25.4,7,68.9,15.6,14.3,25.1,86.8,5.1
E01004061,Southwark 025A,6,21.8,7.9,63.7,20.3,16.3,24.6,85.8,4.4
E01004062,Southwark 025B,8.2,17.1,14.3,48.5,31.2,6.6,36,81,6.7
E01004063,Southwark 025C,6.2,20.3,12.8,60.4,26.5,16.9,31.4,82.5,5.6
E01004065,Southwark 025D,6.5,25.3,10.1,66.9,21,15.7,20.6,87.3,4.3
E01004066,Southwark 025E,8.4,17.2,17.1,47.3,34.6,10.3,45.7,85.4,4.7
E01004000,Southwark 026A,8.3,17.2,14.3,44.4,38.2,12.2,39.1,80.4,6.8
E01004001,Southwark 026B,10.1,16,19.5,42.6,42,5.7,67.5,76.9,7.8
E01004019,Southwark 026C,7.5,19.1,18.6,47,37.2,9.1,39.7,85.4,4.2
E01004064,Southwark 026D,9.6,15.3,17.8,45.5,37.3,6.9,53,81,6.1
E01004068,Southwark 026E,11.2,13,18.5,40,44.1,6,55.9,78.2,7.7
E01004045,Southwark 027A,14.2,8.3,29,28,54.5,3.2,76,86.9,3.5
E01004047,Southwark 027B,11.5,14.2,24.1,35.9,39.6,5.6,63.6,82.4,5.8
E01004048,Southwark 027C,5.4,19.2,15.5,60.8,21.6,13.2,35.8,86.8,3.9
E01004049,Southwark 027D,7.8,12.6,27,41,34,9.1,57.2,89.8,2.9
E01004051,Southwark 027E,3.1,29,7.7,75,11.1,25,15.7,88.9,2.8
E01003953,Southwark 028A,5.6,24.8,7.9,69.2,15,11.6,29.2,85.5,4.6
E01003955,Southwark 028B,5.6,24.5,7.9,68.4,16.2,15.5,23.4,84.3,5.4
E01004015,Southwark 028C,4.1,23.3,9.4,72.1,15.7,17.8,22.3,86.1,4.7
E01004021,Southwark 028D,5,26.8,7.5,75.5,13.7,9.9,15.1,88.8,2.9
E01004046,Southwark 028E,5.2,25.7,10.2,64.9,19.5,19.6,27.6,86,3.9
E01004002,Southwark 029A,8.4,24.9,12.4,65.1,20.8,20.8,19.4,83.3,4.7
E01004016,Southwark 029B,8,23.2,15.3,64.7,22.9,18.4,22.4,85.6,4.7
E01004017,Southwark 029C,5.2,29.3,11.3,75.8,13.8,26.2,14.7,85.4,4.6
E01004020,Southwark 029D,12.9,13.8,21.9,40.5,44.5,7.7,56.4,82.7,5.9
E01003952,Southwark 030A,5.4,28.2,8.8,73.8,14,17.6,14.5,87.9,3.7
E01003954,Southwark 030B,4.9,31.3,7,71.3,15.6,20.6,16.6,86.2,3.9
E01003956,Southwark 030C,4.9,29.2,9,73.2,16,17.2,14.3,86.8,4.3
E01004071,Southwark 030D,6.8,20.8,12.5,70.6,16.8,13,35.3,83.7,6.2
E01004072,Southwark 030E,2.8,29.3,7,81,6.5,30.8,10.4,89,2.8
E01004069,Southwark 031A,2.5,34.6,5.6,80.2,2.7,41.6,6.4,92.1,1.4
E01004070,Southwark 031B,4.6,25.3,10.1,78.5,9.4,23.4,22.6,88.6,3.4
E01004073,Southwark 031C,4.3,26.4,8.2,81.3,8.3,25,12.1,89.2,3
E01004074,Southwark 031D,3.2,25.7,6,80.1,5.8,37.7,9.2,91.3,2.6
E01004075,Southwark 031E,2.6,29.4,5.9,86.2,2.5,39.3,8.8,92.4,1.6
E01003949,Southwark 032A,4.4,24.9,8.5,72.8,12.6,17.5,15.3,86.6,3.7
E01003950,Southwark 032B,12.2,17.3,21.2,51.8,33.7,10.5,50.6,81.1,5.7
E01003957,Southwark 032C,4.7,27.6,11.8,74.5,12.9,17.2,18.6,86.1,4.6
E01003958,Southwark 032D,5,25.2,10.3,73.1,15.1,19.7,21.2,86.7,3.3
E01004018,Southwark 032E,4.2,27.9,9.5,77.4,11.6,20.9,7.2,89.1,3.4
E01003945,Southwark 033A,3.7,30,10.1,69.3,14.5,28.1,16.6,85.6,4.2
E01003946,Southwark 033B,6.9,28.5,12.4,63.6,19.1,31,20,86.5,4.1
E01003947,Southwark 033C,14.1,12.9,30.2,42.6,40.9,7,63.7,82,5.7
E01003948,Southwark 033D,5.3,25.7,9.4,71.2,15.3,22.4,11.7,85.8,3.6
E01003951,Southwark 033E,4.9,26.8,11.9,71.9,8.6,33.3,16.3,86.3,3.7
E01003930,Southwark 034A,10.9,18.1,9.2,60.2,15,9.8,46.1,85,4.9
E01003932,Southwark 034B,13.5,16.3,13.2,46.4,30.3,7.4,51.8,81.9,7.2
E01003933,Southwark 034C,7.3,21.4,13,57.1,14.8,11.5,40.4,86.1,4.7
E01032583,Southwark 034D,6.6,18.3,10.2,66.4,13.4,7.3,49.7,85.1,5.3
E01032584,Southwark 034E,7.6,19.8,16.8,53.9,23.8,8.8,48,84.9,5.2
E01004222,Tower Hamlets 001A,13.6,15.2,15,54.3,13,8.4,60.8,75.6,9
E01004223,Tower Hamlets 001B,10.3,17.5,18.4,59.6,13.4,5.5,68.8,76.9,9.6
E01004224,Tower Hamlets 001C,11.2,19,12.9,55.3,9.8,5.1,45.8,81.3,6.7
E01004226,Tower Hamlets 001D,10.9,18.5,17.2,51,11.4,9,49.4,82.5,5.9
E01004197,Tower Hamlets 002A,10.1,16.3,10.1,50.5,8.1,5.7,43.8,83.3,5.8
E01004198,Tower Hamlets 002B,13.6,14.9,10.6,44,7.7,6.1,62.4,76.1,10
E01004199,Tower Hamlets 002C,13.7,10.3,17.6,33.2,7.7,3.8,71.1,76.7,9.2
E01004201,Tower Hamlets 002D,10.2,12.4,11.6,58.9,7.7,8.7,52.3,82.4,6.2
E01004228,Tower Hamlets 003A,7.5,24.2,9.2,76.7,4.4,12.9,34.3,82.9,6.6
E01004230,Tower Hamlets 003B,10,19.9,14.2,57.8,9.5,12,43.2,81.7,6.3
E01004232,Tower Hamlets 003C,6,20.9,6.5,69.2,3.7,22.2,16.6,88.1,4.1
E01004233,Tower Hamlets 003D,12.1,14.1,11.9,48.4,9.9,10.4,57.4,79,7.4
E01004234,Tower Hamlets 003E,4.7,25.7,10.7,74.5,6.8,14.7,26.4,86.8,3.6
E01004225,Tower Hamlets 004A,3.5,30.2,4.5,75.5,4.3,9.3,9.9,92.1,1.6
E01004229,Tower Hamlets 004C,9.9,20,12.9,46.5,7.5,11.6,40.1,82.1,5.9
E01004231,Tower Hamlets 004D,11.5,11.8,21.8,36.3,8.4,5.2,55.8,82.2,7.1
E01032764,Tower Hamlets 004E,6.2,22.6,9.3,64.7,7.3,3.7,39.3,86.1,4.2
E01032765,Tower Hamlets 004F,7.8,17.8,14.4,58.2,9.7,4.5,47.3,83.9,6.4
E01032784,Tower Hamlets 004G,5,24.4,10.1,63.1,5.7,6.5,24,86.5,5.3
E01004200,Tower Hamlets 005A,5.2,20.9,5,62.8,3.8,6.2,19.7,88.2,4.2
E01004202,Tower Hamlets 005B,7.1,25.2,8.4,51.8,5.8,11.4,30.6,86.6,5.2
E01004203,Tower Hamlets 005C,6.6,18,10.3,58.1,3.7,11.3,32.8,83.2,5.7
E01004204,Tower Hamlets 005D,13.7,13.9,10.3,44.9,8.9,7.9,60.5,74.3,9.3
E01004311,Tower Hamlets 006A,11.5,14.9,11.2,52.1,7.6,8.2,54.8,77.1,8.5
E01004314,Tower Hamlets 006B,4.4,26,7.7,77.3,1.9,23.1,18.1,86.6,4.2
E01004315,Tower Hamlets 006C,8.4,19.5,7.7,57.1,6.3,9.1,45.1,76.8,9.3
E01004318,Tower Hamlets 006D,13.2,12.7,15.2,43.9,14.3,4.8,63.3,83.8,6.9
E01004259,Tower Hamlets 007A,6.8,17.9,8.9,60.9,4.9,9.4,31.7,85.4,5.1
E01004260,Tower Hamlets 007B,11.3,14,13.4,42.4,7.2,11.2,48.9,80.7,7.2
E01004263,Tower Hamlets 007C,11.6,15.5,16.4,49.5,6.9,6.2,62.9,77.2,8
E01004266,Tower Hamlets 007D,10.1,18,13.6,63.9,5,12.2,45.5,80.9,6.2
E01004235,Tower Hamlets 008A,14.2,12.9,16,22.4,13,2.1,70.8,80.8,7.2
E01004236,Tower Hamlets 008B,16.3,12.5,16.1,21.1,11.3,2.8,60.2,78.4,8.3
E01004237,Tower Hamlets 008C,11.3,18.4,12.6,41.2,11.8,8.3,47.6,82.7,4.6
E01004238,Tower Hamlets 008D,11.6,14.6,13,27,11.4,4,45.9,82.7,6
E01004239,Tower Hamlets 008E,14.9,16.1,17.3,32.1,13.7,5.4,64,77.3,7.6
E01004312,Tower Hamlets 009A,12.3,11.6,12.3,37.2,9.1,5.1,61.5,77.3,9.2
E01004313,Tower Hamlets 009B,8.5,13.4,14.5,46.3,7.5,8.6,43,83.6,5.8
E01004316,Tower Hamlets 009C,11.1,13.2,13.6,47.2,4.8,6.8,51.6,82.5,6.8
E01004317,Tower Hamlets 009D,7.7,19.1,5.6,58.7,4.1,7.7,23.7,87.2,4.4
E01004261,Tower Hamlets 010A,8.6,9.3,9.8,40.8,6.4,6.2,46,88.6,4.3
E01004262,Tower Hamlets 010B,10.2,13.7,8.7,45.1,5.2,10.3,46.1,84.4,5.5
E01004264,Tower Hamlets 010C,15.9,10.1,16.8,19.1,7,10.7,52.5,80.4,8.1
E01032785,Tower Hamlets 010E,7,24.7,7.8,59.8,10.6,5.2,32.5,90.4,2.7
E01032786,Tower Hamlets 010F,10.3,14.4,11.7,50.5,6.6,8.6,55.5,82.1,6.8
E01004207,Tower Hamlets 011A,9.2,14.6,13.2,40.6,7,6,56.9,80.6,8.2
E01004209,Tower Hamlets 011B,15,8.4,15.5,26.2,7.8,4.5,69.5,79.8,7.3
E01004212,Tower Hamlets 011D,8.4,16.5,7.9,44,7.2,8.9,39.4,83.5,6.6
E01032787,Tower Hamlets 011F,12.7,12.5,11.9,26.8,7.8,6.1,53.8,81.1,6.8
E01004240,Tower Hamlets 012A,12.8,11,19,33.1,10.2,6.4,60.6,79.4,7.5
E01004241,Tower Hamlets 012B,17.2,8.9,17.7,31.1,12,4.4,64.9,78.1,7.6
E01004242,Tower Hamlets 012C,13,12.8,13.3,31.6,12.6,3.9,47.7,83.6,6.1
E01004267,Tower Hamlets 012D,9.8,18.2,10,48.3,11.4,5.7,39.7,84.2,5.9
E01004268,Tower Hamlets 012E,16.7,13.4,13.4,30.8,11.9,3.3,62.5,79.7,7.3
E01004205,Tower Hamlets 013A,16,11.3,11.5,20.1,7.3,4.8,59.4,78.4,8.9
E01004206,Tower Hamlets 013B,12.9,11.2,12.5,26.9,8.4,6,60.1,75.3,10.9
E01004208,Tower Hamlets 013C,7.7,19.5,2.9,48.4,3.5,11.8,12.8,87.1,4
E01004211,Tower Hamlets 013D,8.2,22.1,3.8,59.5,5.3,8.3,25.8,85.4,5.7
E01004269,Tower Hamlets 014A,12.5,11.3,11.3,39.5,9.8,8.8,51.9,80.8,6.4
E01004270,Tower Hamlets 014B,8.6,15.4,8.9,53.7,7.2,7.8,22.4,88.1,3.8
E01004271,Tower Hamlets 014C,16.3,8.9,16.6,26.4,12.1,4.4,66.6,81.8,6
E01004272,Tower Hamlets 014D,17.6,9.9,16.6,18.5,9.6,3,67.1,80.5,8
E01004273,Tower Hamlets 014E,16.6,13.5,18.9,18.5,11.7,4.7,69.2,78.4,8
E01004306,Tower Hamlets 015A,7.8,18.8,5.4,45.6,3.8,13.1,27.9,84.2,6.1
E01004307,Tower Hamlets 015B,5.6,21.5,3.4,67.7,3,10.8,16.4,91.8,2.4
E01004308,Tower Hamlets 015C,8.4,17.1,6.3,37.8,2.8,12.7,35.1,82.4,7.6
E01004309,Tower Hamlets 015D,17.1,13.2,9.4,35.9,7,6.9,43.7,80,7.9
E01004310,Tower Hamlets 015E,14.1,18.2,5,39.1,4.2,6.4,39.7,79.5,8.4
E01004283,Tower Hamlets 016A,11.6,14.9,11.1,38.2,5.2,6.7,52.4,75.9,9.1
E01004287,Tower Hamlets 016B,10.2,15.3,11.4,34,6.1,7.4,51.5,79.4,8.7
E01004289,Tower Hamlets 016C,10.5,14.3,11.3,39.4,6.6,12.1,48.2,81.4,7.5
E01004290,Tower Hamlets 016D,6.8,18.6,5.9,57.9,4.9,14.4,27,81.4,6.8
E01004322,Tower Hamlets 017A,10.1,14.9,9.2,38.9,6.7,7.2,49.4,81,6.9
E01004323,Tower Hamlets 017B,8.6,14.4,6.5,39.9,2.7,9.2,37.1,81.8,7.4
E01004324,Tower Hamlets 017C,13.2,10.1,13.4,26.4,4.4,8.2,49.5,80.7,6.9
E01004326,Tower Hamlets 017D,7.7,13.2,7.5,41.7,5.9,7.5,38.8,82.3,6.6
E01004245,Tower Hamlets 018A,18.2,8.3,20.3,22,12.6,3.5,71.1,79.2,7.7
E01004246,Tower Hamlets 018B,10.5,20.3,11.8,49.3,7.6,16.3,25,84.5,5.1
E01004248,Tower Hamlets 018C,18.6,11.6,22,29.1,13.6,3.4,72.6,76.8,8.7
E01004249,Tower Hamlets 018D,16.4,13.3,18.3,34.1,14.7,5.9,62.8,79.2,7.4
E01004284,Tower Hamlets 019A,11,18.8,8.3,33.1,8.3,1.7,59.3,83.2,6.4
E01004285,Tower Hamlets 019B,16.9,11.2,12.8,19.7,6.8,5.5,67.3,80,8.5
E01004286,Tower Hamlets 019C,15.3,15.8,15.4,35.5,6,7.7,56.8,80.3,7.3
E01004288,Tower Hamlets 019D,16.1,12,17.7,30.1,7.6,5,67.4,78.4,8.6
E01004243,Tower Hamlets 020A,13.7,13.4,19.5,34.4,11.2,6.7,59.1,79.2,7.4
E01004244,Tower Hamlets 020B,18.3,11.5,17.6,38.4,13.3,8.6,61.5,75.9,9.2
E01004247,Tower Hamlets 020C,16.3,13.4,16.8,38.9,9.7,6.3,50.8,78.8,7.1
E01004250,Tower Hamlets 020D,15.5,13.9,19.6,38.7,11.4,3.8,67.3,78.8,8.9
E01004319,Tower Hamlets 021A,13.3,13.1,10.4,20.9,4.7,10.4,39.7,78.4,8.2
E01004321,Tower Hamlets 021C,10.9,12.7,7.5,26.9,5.3,5.1,56.7,78,9.1
E01004325,Tower Hamlets 021D,6,17.8,5.1,51.4,2.9,7.1,16.3,89.1,3.7
E01032766,Tower Hamlets 021E,6.5,21,5.5,46.4,6.5,3.5,22.8,87.8,3.7
E01032767,Tower Hamlets 021F,3.7,22.9,1.8,65.9,2.1,8.1,7,94.4,1.6
E01004298,Tower Hamlets 022A,13.8,13.7,14.5,29.6,8.3,5.5,57.5,76.1,9.5
E01004300,Tower Hamlets 022B,12,16.9,14.6,33.4,8.7,9,62.6,75.9,9.3
E01004304,Tower Hamlets 022C,14.4,12.3,11.8,23.9,6.2,5.1,52.8,80.3,7.9
E01004305,Tower Hamlets 022D,12.6,15.2,17.2,35.1,6.8,5.4,54.9,78.3,7.6
E01004251,Tower Hamlets 023A,12.9,13.6,14,36.2,7,8.2,54.2,80.4,7.9
E01004254,Tower Hamlets 023B,4.9,29.3,3.5,66.1,3.7,12.2,7,93.1,2
E01004255,Tower Hamlets 023C,12.7,14.4,10.8,32.2,9.5,4.8,47.9,80.4,7.7
E01004258,Tower Hamlets 023D,5.3,27.6,5.8,63,5.4,18.7,25.1,85.6,6.1
E01004252,Tower Hamlets 024A,11.5,16.7,12.6,38.8,10.2,4.9,44.1,84.6,5.5
E01004253,Tower Hamlets 024B,13.3,12.2,20.7,41.1,10.9,9.9,60.2,77.8,7.1
E01004256,Tower Hamlets 024C,11.5,13.9,17.2,36.8,6.2,5.7,53.7,78.9,8.2
E01004257,Tower Hamlets 024D,16.8,11.8,21,33.2,10.6,6.8,51.5,81.7,5.5
E01004301,Tower Hamlets 025B,11.5,12.3,8.5,25.3,5.4,7.5,45.8,81.9,6.8
E01004302,Tower Hamlets 025C,12.5,11.8,12.4,18.1,7.6,3.6,48.8,81.8,6
E01004303,Tower Hamlets 025D,9.9,18.8,9.8,44.9,10.7,9.1,42.5,83.4,5.7
E01032768,Tower Hamlets 025E,3.6,30.7,3,66.6,4.7,9.9,7.8,93.4,2.5
E01032769,Tower Hamlets 025F,6.8,28.8,5.9,53.2,3.2,11.6,16.4,89.1,2.6
E01004292,Tower Hamlets 026A,2.4,24.6,3.3,71.9,1.6,18.7,5.9,92.2,1.8
E01004294,Tower Hamlets 026B,7.1,19.8,5.4,59.7,4.2,13.2,25.2,87,5.1
E01004295,Tower Hamlets 026C,13.7,10.8,13,21.1,6.8,8,58.2,79.1,7.8
E01004296,Tower Hamlets 026D,8.6,15.4,9.2,45,4.4,8,42.8,81.1,7
E01004291,Tower Hamlets 027A,4.1,27.3,4.2,75.8,1.9,17.4,12.1,89,3.4
